,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,14.4,14.4,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7
1,14.4,14.4,14.4,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7
2,14.4,14.4,14.4,14.4,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7
3,14.4,14.4,14.4,14.4,14.4,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7
4,14.4,14.4,14.4,14.4,14.4,14.4,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7
5,14.4,14.4,14.4,14.4,14.4,14.4,14.4,16.7,16.7,16.7,16.7,16.7,16.7,16.7
6,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,16.7,16.7,16.7,16.7,16.7,16.7
7,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,16.7,16.7,16.7,16.7,16.7
8,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,16.7,16.7,16.7,16.7
9,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,16.7,16.7,16.7
10,14.3,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,16.7,16.7
11,14.3,14.3,14.3,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,16.7
12,14.3,14.3,14.3,14.3,14.3,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4
13,14.3,14.3,14.3,14.3,14.3,14.3,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4
